,id,date,rating,views,like,title,text
57,5,kong***예매자,2017.12.04,조회 545,"공감 23
공감하기",베스트감동과 웃음이 함께하는 가족 뮤지컬 빨래 추천합니다.,"처음에 러닝타임을 봤을 때 너무 길다고만 생각했습니다.
하지만 뮤지컬이 시작되면서 시간이 어떻게 흐를지 모를 정도로 집중할 수 있었습니다.
단순히 사랑 이야기만이 아닌 우리 시대의 사람들이 어떻게 살아가고 힘든 점이 있는지 느낄 수 있는 뮤지컬이었습니다.
특히 가장 인상적이었던 것은 할머니와 희정엄마가 대화를 나누는 장면입니다.
웃기기도 하고 감동적으로 다가오면서 저마저도 그 대화에 참여하는 느낌이었던 것입니다.
극이 마지막이 되자 마음이 따뜻해지면서 위로가 되기도 했습니다.
그리고 퇴장할 때 인사해주던 배우분들의 모습도 잊을 수 없었습니다.
앞으로 뮤지컬 빨래 더 흥했으면 좋겠습니다."
58,5,wnsdud***예매자,2017.12.02,조회 591,"공감 22
공감하기",베스트뮤지컬 빨래 두번보세요 세번보세요!!!,"저는 뮤지컬 이란걸 처음 봤는데 빨래라는 작품을 통해 뮤지컬이라는 것에 빠져버린것 같아요!

배우들을 가까이서 마주하며 극중 캐릭터에 더욱 몰입하고 호흡하나 떨림 하나까지 섬세하게 연기하시는 배우들을 보면서 정말 제가 마치 그 캐릭터인듯 느껴졌습니다!!

우리들이 살아가는 이 공간에서 삶의 희노애락과 차별을 겪는 많은 사람들의 아픔도 느낄 수 있었습니다!!

이를 계기로 더많은 뮤지컬들을 관람하고 싶은 생각이 들었고 빨래라는 작품을 두번이고 세번이고 더 보고싶다는 생각이 들을정도로 정말 감명 깊었고 재미있었어요!!"
59,5,f***예매자,2017.11.30,조회 565,"공감 19
공감하기",베스트최고의 작품에 배우들의 최고의 조합 와~~~~,"너무 잘 감상했습니다~ 감사드려요~
작품은 워낙 검증된 작품이다 보니, 작품에 대한 염려는 없었지만, 배우들에 따라 같은 내용도 180도 달라지기 때문에 배우들의 연기에 대한 염려는 있었습니다.
하지만, 어제는 정말 최고의 배우 조합이였어요.
아무리 크고, 호평이 좋은 공연을 관람해도, 전체에서 부족하거나 못 미치는 주연/조연이 있기 마련인데..
어제 무대에 오르신 분들 모두의 혼신을 다한 연기는 정말 감동이였습니다.
주연에 이어 존재감 짱이였던(완전히 반했어요) 희정엄마역의 이세령님, 노인 움직임의 디테일까지 잘 살려 감동을 배가 시켜주신 주인할매역의 장이주님, 다양한 역할에도 많은 웃음을 주신 구씨역할의 장격수님, 극의 활기를 넣어주였던 마이클 유동훈님 여직원 박찬양님, 빵 심윤보님..
이 분들을 통해 어제 정말 힐링했네요. 고등학생 딸을 데리고 갔었는데.. 본인이 본 모든 공연 중 최고였다네요.. 참고로, 저희딸은 노트르담드파리, 킹키부츠 등등 큰 공연도 모두 봤던 아인데..
자신이 본 인생작이였다고, 저에게 감사하다고 하네요.
공연을 준비해주신 분들과 배역진 분들에게 다시한번 감사드립니다."
60,4,junis***예매자,2018.04.30,조회 15,"공감 0
공감하기","관록의 빨래, 추천합니다.","소문이 무성한 빨래를 드디어 처음 보고 왔습니다.
9년전 만들어졌다고는 생각치 못할 정도로 시대감이 그닥 느껴지지 않은 좋은 뮤지컬 한편 보고 왔습니다.
재밌는요소, 감동의 요소 고루 갖춰진 빨래.
또 한번 보고 싶어요!!"
61,5,janice7***예매자,2018.04.30,조회 17,"공감 0
공감하기",최고!!!,"조상웅.하은설.조민정.이세령.박정표.장격수.박수현.박도연...오늘 공연하신 모든 분들께 박수를 보냅니다.
삶의 희노애락을 느낄수 있게 해 준 멋진 공연이었습니다. 공연이 끝난 후 피곤함도 뒤로 하고 모든 관객을 일일이 배웅하는 배우님들에게 감동을 느꼈습니다.
어느 공연에고 없는 가슴 뭉클함이었습니다.
롱런의 이유를 이제야 알았네요~
앞으로도 쭉~좋은 공연 부탁드립니다 ^^"
62,5,micky***예매자,2018.04.30,조회 6,"공감 0
공감하기",dsfsdfdsfds,dfsfsdfsdfs
63,5,micky***예매자,2018.04.30,조회 7,"공감 0
공감하기",dfgfdgdfg,dfgdfgdg
64,5,micky***예매자,2018.04.30,조회 6,"공감 0
공감하기",dfgfdgdfg,fdgfdgfdg
65,4,hansy***예매자,2018.04.30,조회 11,"공감 0
공감하기",늘 따뜻한,언제봐도 좋은 빨래에요~
66,5,jjon1***예매자,2018.04.30,조회 16,"공감 0
공감하기",마음 따뜻해지는 뮤지컬,일단 관객과 무대가 가까워서 공연 몰입도가 높았습니다. 힘들게 사는 요즘시대 젊은이 또는 어려운 사람들의 이야기를 담아서 그런지 보는 내내 마음이 저리면서도 마지막엔 감동이 있었어요! 중간중간 너무 웃기고 재밌는 장면도 많고 ㅋㅋ 모든걸 다 갖춘 뮤지컬이네요! 문화의날 할인으로 저렴한 가격에 좋은 추억을 만든 것 같습니다.
67,5,jjon1***예매자,2018.04.30,조회 14,"공감 0
공감하기",마음 따뜻해지는 뮤지컬,일단 관객과 무대가 가까워서 공연 몰입도가 높았습니다. 힘들게 사는 요즘시대 젊은이 또는 어려운 사람들의 이야기를 담아서 그런지 보는 내내 마음이 저리면서도 마지막엔 감동이 있었어요! 중간중간 너무 웃기고 재밌는 장면도 많고 ㅋㅋ 모든걸 다 갖춘 뮤지컬이네요! 문화의날 할인으로 저렴한 가격에 좋은 추억을 만든 것 같습니다.
68,5,jjon1***예매자,2018.04.30,조회 10,"공감 0
공감하기",마음 따뜻해지는 뮤지컬,일단 관객과 무대가 가까워서 공연 몰입도가 높았습니다. 힘들게 사는 요즘시대 젊은이 또는 어려운 사람들의 이야기를 담아서 그런지 보는 내내 마음이 저리면서도 마지막엔 감동이 있었어요! 중간중간 너무 웃기고 재밌는 장면도 많고 ㅋㅋ 모든걸 다 갖춘 뮤지컬이네요! 문화의날 할인으로 저렴한 가격에 좋은 추억을 만든 것 같습니다.
69,4,byoungsu***예매자,2018.04.30,조회 11,"공감 0
공감하기",역시 감성최고 뮤지컬~,"기대이상의 공연이었습니다~
감동적인 뮤지컬 빨래!!"
70,5,c002***예매자,2018.04.30,조회 10,"공감 0
공감하기",뮤지컬 빨래 막공,덕분에 울고 웃고 행복한 시간이었습니다.^^
71,4,jhw9***예매자,2018.04.30,조회 9,"공감 0
공감하기",ㅇㄱㄴㄷㅅㆍㅇㄴ디ㄷㆍㅁㄴㅌㄱ잉ㄴㄱ,ㅇㄱ딯ㄴㄷㄱㅆㆍㅇㄱㄷㄴㅅㄱㅇ딧ㄴㅇㄴㅈㄱㄴ쌍ㄷㄱㅉㄴㅇㅎㄴㅇㄱㅇㄴㄸㄱㅅㅇㄷㄴㄸㄴㅇㅈㄴㄷㆍㅈㅇㄴㅇㄴㅈㄴ딛싱ㄹㅈㄴ
72,5,jkh3***예매자,2018.04.30,조회 9,"공감 0
공감하기",역시 빨래,역시 빨래 웃음 감동 모두 채워준 명작
73,1,annabel0***예매자,2018.04.30,조회 25,"공감 0
공감하기","나영이가 너무 못하네요,,",주인공인데 연기랑 노래를 너무 못해서 깜짝 놀랐어요......
74,5,hyeven2***예매자,2018.04.30,조회 23,"공감 0
공감하기",내 인생은 빨래를 본 전후로 나뉜다??,"친구랑 같이 봤는데 친구가 너도 빨래를 보고나면 빨래앓이를 하게거라고 계속 말했는데 처음에는 별로 기대를 하지않았다. 항상 대극장에서만 봐왔었지 소극장에서 뮤지컬을 본 적은 없기때문이다. 하지만 그건 대단한 착각이었다. 관객과 배우들이 소통하는 기분이 들어 너무 좋았고 또 소극장의 매력을 알게되었다. 배우들의 연기감정선이 나한테까지 잘 전달되어서 매 순간마다 울컥하는 감정이 치솟았고 눈물참느라고...ㅜㅜ휴 결국엔 울었지만 말이다. 작품이 너무너무 좋은데 그걸 배우들이 잘표현해줘서 더더 좋았다. 백점 만점에 천점,만점을 주고싶다. 진짜 보지않은 사람들이라면 꼭 보길바라고 뮤지컬의 매력, 소극장의 매력에 빠지게 될 것이라고 확신한다. 두 남녀주인공뿐만 아니라 주인할머니, 희정엄마, 마이클 등 개개인의 삶이 엿보인것도 너무 좋았고 특히 솔롱고의 안녕과 다같이 서울살이 몇핸가요는 잊혀지지않는다. 사실 넘버가 다 좋아서 계속 문득문득 생각난다. 왜 음원으로 내주지않는거에여ㅜㅜㅜ무튼 최고최고!! 그냥 의심하지말고 꼭보세요!!"
75,5,minju4***예매자,2018.01.15,조회 2848,"공감 41
공감하기",베스트최고라는 말밖에 안 나와요!!,"각자의 삶에서 힘들게 살아가는 사람들을 위한 뮤지컬이라 생각해요. 처음엔 제목이 빨래라서 특이하네라고 생각만 하고 내용도 전혀 모르고 사람들이 재미있다고 해서 갔는데 너무 놀랐어요. 공연 보는 내내 마음 깊은 곳에서부터 따뜻함이 느껴지고 가슴 답답한 곳이 뚫리는 기분이었어요. 노래 가사가 너무 와닿고 대사가 공감되고 배우님들 행동, 표정 하나까지도 놓치지 않기 위해 정말 몰입해서 봤어요. 항상 힘들어도 나는 괜찮다라고만 생각했는데 아니었나 봐요. 빨래라는 공연을 통해 많은 위로를 받았네요. 정말 머리가 아닌 마음 깊은 곳에 많은 걸 담고 가요. 감사합니다~"
76,5,dnslgkd***예매자,2018.01.15,조회 1264,"공감 29
공감하기",베스트주체못하는 눈물,한번도 프로배우들의 공연은 본적없지만 어째서인지 내용이나 넘버는 다 알고있는 빨래! 그만큼 유명하고 요번에 12주년?이라고 하더라구요. 아 정말 스테디셀러 공연입니다! 12년동안 꾸준히 관객들에게 감동을 준 공연이니만큼 저 역시도 큰 감동을 받았어요..ㅠㅠ 꼭 다시 한번 보고싶은 공연입니다! 나영역할을 맡으신 배우분께서 눈물을 주체하지못하시는 모습을 보고 사실 프로답지못해 극 몰입을 망친다는 생각보다는 저도 몰입되서 같이 울고있더라구요. 정말 정말 좋은 배우들과 함께 공연 속에 있을 수 있어 좋았습니다. 항상 응원하고 또 보러갈게요!♥
77,5,Da***예매자,2018.01.11,조회 891,"공감 30
공감하기","베스트보고 또 봐도 재미있는 ""빨래""","볼 때마다 감동의 눈물 흘리게 되는 뮤지컬입니다.
주변에 늘 추천을 하고 기회 생길 때마다 주변 사람들과 함께 보러 온답니다.

제 결혼식 축가로
지인에게 솔롱고의 노래 ""참 예뻐요""를 부탁할 정도로
참 좋아하는 공연입니다.

외국인근로자, 어찌 보면 우리 사회의 소수자인 그들의 눈에 비친
우리 사회의 명암을 볼 수 있어 절망과 희망이 동시에 생기는 것 같습니다.

좋은 노래와 의미있는 내용이
감동을 배가시켜주는
참 좋은 뮤지컬입니다!"
78,5,than***예매자,2017.12.24,조회 1355,"공감 36
공감하기",베스트따뜻한 위로가 필요했었나봐요...,"이만하면 잘하고 있다고,
이 정도면 열심히 살고 있다고 스스로 토닥거려 보지만
인생이 늘 원하는 방향으로 흘러가는 것은 아니더라는 것...
그럼에도 불구하고 앞으로 나아가야 하고, 포기할 수 없는 것이 또 인생이라는 것
어쩌면 내게도 따뜻한 위로가 필요했었나 봅니다.
그리고 충분히 따뜻했습니다."
79,5,dsmchd***예매자,2017.12.18,조회 1552,"공감 40
공감하기",베스트제 인생의 첫 뮤지컬 너무 감동적이였어요!!!!!,24살 처음으로 연극이 아닌 뮤지컬을 보게 되어 기대가 많이 되면서도 연극이랑 크게 다를게 있을까 싶었는데 이제 뮤지컬 자주 보러 다녀야겠다 라는 생각이 들 정도로 너무너무 재밌고 감동적이게 본 뮤지컬이에요. 특히 남자주인공의 성량에 놀랐습니다. 감정이 너무 이입되고 다른 조연분들도 너무 매력있고 유쾌한 연기가 매력적이였습니다. 너무 빠져서 큰일이에요 아직도 눈 앞에 아른거리고 20대 중반인 저에게도 너무너무 와닿는 스토리가 제 마음을 가져가버렸습니다!! 진짜 뮤지컬 빨래는 별 5개도 모자라요.. 100개는 주고싶습니다! 특히 할머니 역을 맡은 조연분의 노래에 눈물을 흘렸습니다..감동 백배천배... 또 보러가고싶을 정도로 뮤지컬 빨래 감동적이고 유쾌합니다! 웃느라 입술이 찢어졌어요! 그 정도로 재밌으니까 꼭 보세요 두번 보세요!! 첫 뮤지컬 좋은 연기 감사합니다 사랑해요 빨래!!♥
80,5,***예매자,2017.12.14,조회 944,"공감 45
공감하기",베스트인생작 만났어요.,"원없이 울고 웃고... 오랜만에 정말 원없었어요
너무 좋고 좋았어요
배우분들 한분 한분 연기도 좋았고
솔룽고 배우분 나올때마다 숨죽여 집중됐어요
집주인 할머니 또한 너무너무 멋있어서
눈물도 웃음도 많이 난것같아요
자꾸생각나게하는 힘이있는 뮤지컬이예요
모든 지인들이 다 보고 행복한 힘받았으면 좋겠어요
연말에 좋은 기운받게 해주셔서 감사합니다
미리 메리크리스마스"
81,5,jeeyoonb***예매자,2017.12.09,조회 1282,"공감 48
공감하기","베스트이시대 청춘들에게 추천합니다.
라이브 후기","힐링하고 싶어서 혼자 조용히 보고왔어요. 요즘 삶에 지쳐있었는데 뮤지컬이 제게 위로가 되어준 것 같아요. 공감가는 내용과 따뜻한 장면들에 울다 웃다 정말 좋은 시간이였습니다. 첫 장면 나영이 노래하는 부분에서부터 눈물을 훔쳤던건 안비밀,,☆ 앞만보고 달려가다 지쳐버린 청춘들에게 정말 강추합니다! 뮤지컬 보는 내내 같이 울고 같이 흐믓해하면서 저도모르게 몰입하게 되더라고요. 아 그리고 희정엄마 연기 너무너무 좋았어요ㅠㅠ 아무튼 덕분에 위로받고 돌아가는 것 같아요. 좋은 공연 감사드립니다♡"
82,5,kong***예매자,2017.12.04,조회 545,"공감 23
공감하기",베스트감동과 웃음이 함께하는 가족 뮤지컬 빨래 추천합니다.,"처음에 러닝타임을 봤을 때 너무 길다고만 생각했습니다.
하지만 뮤지컬이 시작되면서 시간이 어떻게 흐를지 모를 정도로 집중할 수 있었습니다.
단순히 사랑 이야기만이 아닌 우리 시대의 사람들이 어떻게 살아가고 힘든 점이 있는지 느낄 수 있는 뮤지컬이었습니다.
특히 가장 인상적이었던 것은 할머니와 희정엄마가 대화를 나누는 장면입니다.
웃기기도 하고 감동적으로 다가오면서 저마저도 그 대화에 참여하는 느낌이었던 것입니다.
극이 마지막이 되자 마음이 따뜻해지면서 위로가 되기도 했습니다.
그리고 퇴장할 때 인사해주던 배우분들의 모습도 잊을 수 없었습니다.
앞으로 뮤지컬 빨래 더 흥했으면 좋겠습니다."
